landscape_id,initial_strategy,r,reveal_fraction,prior_to_oracle,uniform_to_oracle,stay_to_oracle,prior_minus_uniform
0.0,random,0.0,0.0,0.8535928114628677,0.39997077171698475,0.4094842943412357,2.1369415817604116
0.0,random,1.0,0.3333333333333333,0.9381829970392522,0.5022803741121387,0.4026903098514673,2.046359732985048
0.0,random,2.0,0.6666666666666666,0.9873969327298168,0.5737426789402126,0.4030449614018792,1.9497552992566116
0.0,random,3.0,1.0,1.0,0.6087590700220133,0.4069657180129645,1.8403055723346626
0.0,highest_mu,0.0,0.0,0.8993222685451014,0.40672389650260005,1.3290555672887727,1.5819121278773967
0.0,highest_mu,1.0,0.3333333333333333,0.9577799255441619,0.5088331739516644,1.328391574501242,1.446780016204932
0.0,highest_mu,2.0,0.6666666666666666,0.9887847986011471,0.5974136817818986,1.31389040417557,1.262399939459848
0.0,highest_mu,3.0,1.0,1.0,0.6360733852533572,1.3256491787297373,1.1680776512593902
0.0,lowest_mu,0.0,0.0,0.8167655012739176,0.4396814400356238,0.06246593435383682,1.9544100199907861
0.0,lowest_mu,1.0,0.3333333333333333,0.9324089066361937,0.5421913216394056,0.06292720458153044,2.0259787790972816
0.0,lowest_mu,2.0,0.6666666666666666,0.9887289744971688,0.6094676653772622,0.061689975165851535,1.9684576975386743
0.0,lowest_mu,3.0,1.0,1.0,0.6252348463995053,0.061859920564147346,1.9419153036026184
1.0,random,0.0,0.0,0.7629212226982647,0.39689925351249383,0.4085766690652017,0.4151527016521836
1.0,random,1.0,0.3333333333333333,0.8851892598979647,0.5113649030922545,0.4062375174641056,0.4274732920597156
1.0,random,2.0,0.6666666666666666,0.9660414857365257,0.6245171955694967,0.4029488437486939,0.3897795886584786
1.0,random,3.0,1.0,0.9961240150529735,0.6863809111068061,0.3887293991698842,0.35551311446047784
1.0,highest_mu,0.0,0.0,0.833695275019997,0.36870896878098874,0.9122750571451426,0.45456235424321195
1.0,highest_mu,1.0,0.3333333333333333,0.9013640904772636,0.46062935138524297,0.9219596287304053,0.4275710370994663
1.0,highest_mu,2.0,0.6666666666666666,0.9638188077993137,0.5600870442740202,0.9207911795675751,0.3948156705392697
1.0,highest_mu,3.0,1.0,0.9903874211253764,0.6227428598009167,0.9280416691311612,0.3558708337943336
1.0,lowest_mu,0.0,0.0,0.7231163231744389,0.43108256645616033,0.13057010092984114,0.35956728354621026
1.0,lowest_mu,1.0,0.3333333333333333,0.8534776717009315,0.5514304475693442,0.13125270396259503,0.37141649518732645
1.0,lowest_mu,2.0,0.6666666666666666,0.9688032706626643,0.6693429905301801,0.12944227075959658,0.3709187126782856
1.0,lowest_mu,3.0,1.0,1.0,0.7280031115915871,0.1318877839884423,0.33513479928587364
2.0,random,0.0,0.0,0.6750214528426948,0.364988585518455,0.36739655828091106,0.6405416339787345
2.0,random,1.0,0.3333333333333333,0.80683596507141,0.4641939014857983,0.37600508979596775,0.7027002871261105
2.0,random,2.0,0.6666666666666666,0.8862583235071118,0.5490576257373975,0.3754472730563547,0.6904913387500375
2.0,random,3.0,1.0,0.9051046177677695,0.5840610543768502,0.3736137433921035,0.6611714439704226
2.0,highest_mu,0.0,0.0,0.7652869672573611,0.3401568931744605,0.8052628509228907,0.7477237477108535
2.0,highest_mu,1.0,0.3333333333333333,0.8621408555791258,0.4434175534360233,0.7960049254736726,0.7423549492674014
2.0,highest_mu,2.0,0.6666666666666666,0.9303128559223465,0.5074386328003203,0.8032573931219096,0.7499288326883979
2.0,highest_mu,3.0,1.0,0.9478233046857514,0.5269369212063135,0.7891850937875997,0.750173884083826
2.0,lowest_mu,0.0,0.0,0.6100783989711628,0.38969474885439753,0.07502651418073007,0.5061317258686687
2.0,lowest_mu,1.0,0.3333333333333333,0.7513965847252575,0.5029515218920831,0.07467940813317733,0.5726157306289483
2.0,lowest_mu,2.0,0.6666666666666666,0.8466145748162693,0.5920705538451975,0.07505988685918397,0.5868265236627694
2.0,lowest_mu,3.0,1.0,0.8735505833472637,0.6338593636314775,0.07480508761776276,0.5550580923641737
3.0,random,0.0,0.0,0.8878585882725264,0.34509020708762855,0.3428879535143386,1.1564387309866841
3.0,random,1.0,0.3333333333333333,0.9255175076515672,0.4542576204340679,0.353781543192261,1.0022610656728883
3.0,random,2.0,0.6666666666666666,0.9680086065108363,0.6111018887282145,0.346652949327723,0.7583371600453916
3.0,random,3.0,1.0,0.9995542204162333,0.7616137760712387,0.34515279198785237,0.5056191252082505
3.0,highest_mu,0.0,0.0,0.5526453826173527,0.3260102627394503,2.033052213651799,0.24771425846184209
3.0,highest_mu,1.0,0.3333333333333333,0.7159459411711165,0.4374537061456773,2.011423102097431,0.3048821608277996
3.0,highest_mu,2.0,0.6666666666666666,0.8850862113406907,0.6035112076585513,2.017263653144252,0.30849817711904537
3.0,highest_mu,3.0,1.0,0.9974492675339167,0.7954090681183131,2.0361356231159236,0.2193251938333869
3.0,lowest_mu,0.0,0.0,0.909824526120741,0.375922266020185,0.03451412286809523,1.2927318713612084
3.0,lowest_mu,1.0,0.3333333333333333,0.9370147546041371,0.4866205071909652,0.03543083804444115,1.0907094462432878
3.0,lowest_mu,2.0,0.6666666666666666,0.9753688657305135,0.6183986638832358,0.03426288437145878,0.8677045440777
3.0,lowest_mu,3.0,1.0,1.0,0.7311411620260755,0.03573695098318093,0.6519276531445712
4.0,random,0.0,0.0,0.6634943134749798,0.33051024820879216,0.32881417424311904,0.8021520489107595
4.0,random,1.0,0.3333333333333333,0.7989009945086575,0.42959324389923453,0.33358857617466814,0.9054653670884318
4.0,random,2.0,0.6666666666666666,0.9157289579746818,0.5821083932185289,0.320170789664896,0.8175441163473582
4.0,random,3.0,1.0,0.9897404843866915,0.7391702836699539,0.3247269924708719,0.613528330595992
4.0,highest_mu,0.0,0.0,0.7960076833741474,0.3429609570343688,0.9960385884474545,0.7741057088853853
4.0,highest_mu,1.0,0.3333333333333333,0.8513073126842086,0.4418205920216105,1.0006654905867567,0.6984761985386507
