k,r,trials,initial_strategy,monty_policy,switch_strategy,empirical_reward,chosen_initial_mu,opened_count,prior_mu_min,prior_mu_max,prior_mu_mean
5.0,2.0,60000.0,lowest_mu,low_mu_zero,uniform_switch,2.184625,0.09999999999999999,1.9339666666666666,0.09999999999999998,3.2,0.9400000000000002
5.0,2.0,60000.0,lowest_mu,low_mu_zero,prior_best_switch,3.2403,0.09999999999999999,1.9339666666666666,0.09999999999999998,3.2,0.9400000000000002
5.0,2.0,60000.0,lowest_mu,low_mu_zero,oracle_best_switch,3.691891666666667,0.09999999999999999,1.9339666666666666,0.09999999999999998,3.2,0.9400000000000002
5.0,2.0,60000.0,lowest_mu,high_mu_zero,stay,0.09916666666666667,0.09999999999999999,1.93485,0.09999999999999998,3.2,0.9400000000000002
5.0,2.0,60000.0,lowest_mu,high_mu_zero,uniform_switch,2.195775,0.09999999999999999,1.93485,0.09999999999999998,3.2,0.9400000000000002
5.0,2.0,60000.0,lowest_mu,high_mu_zero,prior_best_switch,3.3937333333333335,0.09999999999999999,1.93485,0.09999999999999998,3.2,0.9400000000000002
5.0,2.0,60000.0,lowest_mu,high_mu_zero,oracle_best_switch,3.689791666666667,0.09999999999999999,1.93485,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,random,uniform_zero,stay,0.943975,0.9369900000000001,2.6514333333333333,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,random,uniform_zero,uniform_switch,2.7045,0.9369900000000001,2.6514333333333333,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,random,uniform_zero,prior_best_switch,2.9488166666666666,0.9369900000000001,2.6514333333333333,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,random,uniform_zero,oracle_best_switch,3.129583333333333,0.9369900000000001,2.6514333333333333,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,random,low_mu_zero,stay,0.955225,0.9447500000000001,2.6501,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,random,low_mu_zero,uniform_switch,2.714366666666667,0.9447500000000001,2.6501,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,random,low_mu_zero,prior_best_switch,2.96175,0.9447500000000001,2.6501,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,random,low_mu_zero,oracle_best_switch,3.14545,0.9447500000000001,2.6501,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,random,high_mu_zero,stay,0.9339916666666667,0.9405833333333334,2.6527666666666665,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,random,high_mu_zero,uniform_switch,2.710775,0.9405833333333334,2.6527666666666665,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,random,high_mu_zero,prior_best_switch,2.9566833333333333,0.9405833333333334,2.6527666666666665,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,random,high_mu_zero,oracle_best_switch,3.14215,0.9405833333333334,2.6527666666666665,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,highest_mu,uniform_zero,stay,3.1923333333333335,3.2,2.87225,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,highest_mu,uniform_zero,uniform_switch,1.1832833333333332,3.2,2.87225,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,highest_mu,uniform_zero,prior_best_switch,1.2032666666666667,3.2,2.87225,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,highest_mu,uniform_zero,oracle_best_switch,1.323,3.2,2.87225,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,highest_mu,low_mu_zero,stay,3.2025333333333332,3.2,2.8727666666666667,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,highest_mu,low_mu_zero,uniform_switch,1.1861916666666668,3.2,2.8727666666666667,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,highest_mu,low_mu_zero,prior_best_switch,1.2047333333333334,3.2,2.8727666666666667,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,highest_mu,low_mu_zero,oracle_best_switch,1.3223333333333334,3.2,2.8727666666666667,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,highest_mu,high_mu_zero,stay,3.2004,3.2,2.8684666666666665,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,highest_mu,high_mu_zero,uniform_switch,1.1871416666666668,3.2,2.8684666666666665,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,highest_mu,high_mu_zero,prior_best_switch,1.2034583333333333,3.2,2.8684666666666665,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,highest_mu,high_mu_zero,oracle_best_switch,1.3270583333333332,3.2,2.8684666666666665,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,lowest_mu,uniform_zero,stay,0.1004,0.09999999999999999,2.5452333333333335,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,lowest_mu,uniform_zero,uniform_switch,3.1391,0.09999999999999999,2.5452333333333335,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,lowest_mu,uniform_zero,prior_best_switch,3.4394916666666666,0.09999999999999999,2.5452333333333335,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,lowest_mu,uniform_zero,oracle_best_switch,3.6883583333333334,0.09999999999999999,2.5452333333333335,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,lowest_mu,low_mu_zero,stay,0.09916666666666667,0.09999999999999999,2.53715,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,lowest_mu,low_mu_zero,uniform_switch,3.13765,0.09999999999999999,2.53715,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,lowest_mu,low_mu_zero,prior_best_switch,3.4362333333333335,0.09999999999999999,2.53715,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,lowest_mu,low_mu_zero,oracle_best_switch,3.7066333333333334,0.09999999999999999,2.53715,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,lowest_mu,high_mu_zero,stay,0.10246666666666666,0.09999999999999999,2.5427166666666667,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,lowest_mu,high_mu_zero,uniform_switch,3.1518333333333333,0.09999999999999999,2.5427166666666667,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,lowest_mu,high_mu_zero,prior_best_switch,3.4417,0.09999999999999999,2.5427166666666667,0.09999999999999998,3.2,0.9400000000000002
5.0,3.0,60000.0,lowest_mu,high_mu_zero,oracle_best_switch,3.709233333333333,0.09999999999999999,2.5427166666666667,0.09999999999999998,3.2,0.9400000000000002
