landscape_id,initial_strategy,r,reveal_fraction,prior_to_oracle,uniform_to_oracle,stay_to_oracle,prior_minus_uniform
0.0,random,0.0,0.0,0.9138140455532362,0.3371172137572268,0.33369831513090475,0.8128594252398624
0.0,random,1.0,0.3333333333333333,0.9467197624250212,0.4316840396111287,0.3312961244355504,0.7269026876614573
0.0,random,2.0,0.6666666666666666,0.9794946895304238,0.5397817214297426,0.33849781594619555,0.6197225738543204
0.0,random,3.0,1.0,0.9998299367765626,0.6158600504757703,0.33777337470813873,0.5388922206437263
0.0,highest_mu,0.0,0.0,0.5820198196030617,0.44878023019932284,3.3653142164489047,0.06117284082913513
0.0,highest_mu,1.0,0.3333333333333333,0.739625657117315,0.580492669091643,3.3545004888387284,0.07304276503138768
0.0,highest_mu,2.0,0.6666666666666666,0.8997156317201616,0.7320001259793867,3.347698567988163,0.07684860376978198
0.0,highest_mu,3.0,1.0,0.9984623621068301,0.8487907585769977,3.367657790463208,0.06853260393256644
0.0,lowest_mu,0.0,0.0,0.9312591846770546,0.338561088179748,0.08228175535955021,0.97997523096693
0.0,lowest_mu,1.0,0.3333333333333333,0.9572858035174142,0.433007275814669,0.08307857344003564,0.8660091422651748
0.0,lowest_mu,2.0,0.6666666666666666,0.9836580266940326,0.5308505637270509,0.0834649156006709,0.7474916667707554
0.0,lowest_mu,3.0,1.0,0.9998906879920134,0.5932537340297223,0.08212260545434538,0.6727695864103623
1.0,random,0.0,0.0,0.844947974970333,0.384780197896721,0.38010684854668153,0.44638823094138663
1.0,random,1.0,0.3333333333333333,0.872819985510452,0.5064455207413853,0.38244668376211727,0.3555962603202085
1.0,random,2.0,0.6666666666666666,0.9070814439665982,0.6773699093097861,0.3823291968308641,0.22292940392891236
1.0,random,3.0,1.0,0.934949539744317,0.8079190856196289,0.3829824758395024,0.1234966315449807
1.0,highest_mu,0.0,0.0,0.5422900941310197,0.3286219029075385,1.3158963968981336,0.1507965501277095
1.0,highest_mu,1.0,0.3333333333333333,0.643911790465471,0.44001452403901153,1.3056485797468564,0.14481716631302927
1.0,highest_mu,2.0,0.6666666666666666,0.7637901497523457,0.6146273063245387,1.312232959834646,0.10555256320497264
1.0,highest_mu,3.0,1.0,0.8696937861836423,0.7857323253806684,1.310401587296335,0.059383994974598786
1.0,lowest_mu,0.0,0.0,0.8729317992915313,0.42941318526614564,0.02084611490440141,0.47217121549651386
1.0,lowest_mu,1.0,0.3333333333333333,0.8922852110937286,0.5597558399382442,0.020064826853675628,0.35363531638815093
1.0,lowest_mu,2.0,0.6666666666666666,0.9153232522593372,0.6967749122164728,0.020498467601578044,0.2325177739908687
1.0,lowest_mu,3.0,1.0,0.9295279458550949,0.7615545155676995,0.020140836511132344,0.17881062959370164
2.0,random,0.0,0.0,0.7042569820812576,0.36860263704934926,0.37125415954130647,0.5648656742938702
2.0,random,1.0,0.3333333333333333,0.7779325362904307,0.48483210066005267,0.3694326310361206,0.4929642147151836
2.0,random,2.0,0.6666666666666666,0.8535604797786257,0.6281129464429541,0.3713656997249465,0.3778148931794987
2.0,random,3.0,1.0,0.894788042716268,0.7159562846322719,0.37012283365201465,0.3013139613380853
2.0,highest_mu,0.0,0.0,0.6367072441283496,0.35597644944392987,0.9866198536775425,0.36200363996760093
2.0,highest_mu,1.0,0.3333333333333333,0.6873281849090732,0.4736966722895034,0.9883765046212593,0.27691070702294984
2.0,highest_mu,2.0,0.6666666666666666,0.739540461872345,0.6237953207307497,0.9790085807352802,0.14997553845078826
2.0,highest_mu,3.0,1.0,0.7896134236661718,0.710833440827227,0.9817446900081745,0.10166958473218035
2.0,lowest_mu,0.0,0.0,0.7387550488800226,0.4192296285493048,0.14086117417094338,0.5468545026070798
2.0,lowest_mu,1.0,0.3333333333333333,0.856236977637561,0.5355272602681248,0.14154668570137563,0.5499794040301496
2.0,lowest_mu,2.0,0.6666666666666666,0.9483355154333527,0.640025123953353,0.14007409731129072,0.5297131219736801
2.0,lowest_mu,3.0,1.0,0.9788805836212346,0.6819943587458529,0.14083854832577,0.5086269264032814
3.0,random,0.0,0.0,0.6874030308158131,0.36803793071274443,0.36935109798156435,0.22910925166203489
3.0,random,1.0,0.3333333333333333,0.799538694070984,0.47953445011801443,0.36700891897489474,0.22996305732654881
3.0,random,2.0,0.6666666666666666,0.9260088627046804,0.6146210277509607,0.36676990865254194,0.22416358611560877
3.0,random,3.0,1.0,1.0,0.7216185273889733,0.3715314953978388,0.1998885527352635
3.0,highest_mu,0.0,0.0,0.5145230325398816,0.3955819260815298,1.1522889300097017,0.05778400286434254
3.0,highest_mu,1.0,0.3333333333333333,0.7015664719307477,0.5122327922680118,1.1463542601473307,0.09222390154618765
3.0,highest_mu,2.0,0.6666666666666666,0.8999494954913162,0.6585538764743446,1.1531524301709117,0.11734023395726229
3.0,highest_mu,3.0,1.0,1.0,0.7694511796306975,1.150840180837013,0.11231631928793673
3.0,lowest_mu,0.0,0.0,0.693255314710601,0.3816620314048858,0.11237310497164926,0.25102697040092925
3.0,lowest_mu,1.0,0.3333333333333333,0.7886054132975719,0.49775002144667485,0.11232666448669473,0.2346870622257018
3.0,lowest_mu,2.0,0.6666666666666666,0.9128415306919797,0.6432083598860473,0.11217217966995244,0.2173830197019493
3.0,lowest_mu,3.0,1.0,1.0,0.7608596957050244,0.11234535314050331,0.19246814952918356
4.0,random,0.0,0.0,0.5462592482946343,0.3438005842637747,0.3468898472691598,0.2135242128938546
4.0,random,1.0,0.3333333333333333,0.7146126854903091,0.45524695835729917,0.3469111529958153,0.27405921297916924
4.0,random,2.0,0.6666666666666666,0.8681621964008557,0.582990731055352,0.3423327393985716,0.30224110249610225
4.0,random,3.0,1.0,0.9467162934092689,0.677574505683625,0.3484114128276884,0.2840890345801296
4.0,highest_mu,0.0,0.0,0.610460546998942,0.3441763068344423,0.6386520505304842,0.24371749842707013
4.0,highest_mu,1.0,0.3333333333333333,0.7653772235060471,0.4468625164705273,0.6391677932641983,0.29043303925642144
4.0,highest_mu,2.0,0.6666666666666666,0.904855285431133,0.5635161304719584,0.6387945907892453,0.3111756433857936
4.0,highest_mu,3.0,1.0,0.9722810322281963,0.640573874740006,0.641053160009544,0.3032378476062848
4.0,lowest_mu,0.0,0.0,0.4902373288017923,0.34435711511574774,0.15441860779362643,0.17327209570392732
4.0,lowest_mu,1.0,0.3333333333333333,0.6776296658833434,0.4523420990521423,0.15327454898187162,0.26805359457945643
4.0,lowest_mu,2.0,0.6666666666666666,0.8654534413742304,0.5761408383725775,0.15506412394147845,0.34262258767007947
4.0,lowest_mu,3.0,1.0,0.9410278162030715,0.6539681557285533,0.1531059585414935,0.3402019367391367
5.0,random,0.0,0.0,0.9216540699247668,0.35662852337880935,0.355132106180933,0.48770810418868243
5.0,random,1.0,0.3333333333333333,0.9414420410719235,0.47084002816643306,0.3575259049429114,0.4065700104510927
5.0,random,2.0,0.6666666666666666,0.9647143181974004,0.6494435662673199,0.35611857174318673,0.2721472139210992
5.0,random,3.0,1.0,0.9893130577408973,0.8317296126830276,0.3538811549974329,0.1359972136373132
5.0,highest_mu,0.0,0.0,0.6499566255261988,0.36039964950327197,2.1572609732789574,0.12407945403773421
5.0,highest_mu,1.0,0.3333333333333333,0.7191710789311657,0.4746349036788178,2.1597900183335246,0.10483039433639346
5.0,highest_mu,2.0,0.6666666666666666,0.804420520070118,0.6776570660339479,2.1618866033244273,0.0542435849882153
5.0,highest_mu,3.0,1.0,0.9164645186860947,0.9545116675100545,2.160998803684493,-0.016241128234215474
5.0,lowest_mu,0.0,0.0,0.944132039908936,0.37499659535583135,0.06862377277737886,0.5569389017399682
5.0,lowest_mu,1.0,0.3333333333333333,0.9609178848970694,0.49384411484707735,0.06898113317259473,0.45732083183379146
5.0,lowest_mu,2.0,0.6666666666666666,0.9788446147269039,0.6618274483348836,0.06868294672475102,0.3102916515519132
5.0,lowest_mu,3.0,1.0,0.9954228042302293,0.7929786386100824,0.06930882553536591,0.1984472118600188
6.0,random,0.0,0.0,0.8393257921216791,0.39225183530085034,0.3876348428392119,0.4237908470753038
6.0,random,1.0,0.3333333333333333,0.8964527814428301,0.5057912753047109,0.3893000867291433,0.3698440517439535
6.0,random,2.0,0.6666666666666666,0.9499986967489625,0.6301901095291198,0.3928434082000761,0.30227151039155353
6.0,random,3.0,1.0,0.9781207709930482,0.6918307172409207,0.3938881830499248,0.2699376462994607
6.0,highest_mu,0.0,0.0,0.6667297596958375,0.4315517522377847,1.6148646294613995,0.1304033536510445
6.0,highest_mu,1.0,0.3333333333333333,0.7674213344103493,0.5636443007705981,1.6123957242688818,0.1129690545183416
6.0,highest_mu,2.0,0.6666666666666666,0.856991560150263,0.7175479766943605,1.615177058046091,0.07718896011307541
6.0,highest_mu,3.0,1.0,0.907124159906594,0.7965266903847609,1.6170077195235153,0.06112566550718912
6.0,lowest_mu,0.0,0.0,0.8503686065880693,0.40402355807328877,0.12945317090655986,0.47041259790335815
6.0,lowest_mu,1.0,0.3333333333333333,0.9169710335139838,0.5144536885702706,0.1299297643532401,0.4238043838735269
6.0,lowest_mu,2.0,0.6666666666666666,0.9717251920034331,0.6063500175653114,0.1275239741739587,0.38432482672921897
6.0,lowest_mu,3.0,1.0,0.9916487273474949,0.6286524387398491,0.12919295265620712,0.3820753898574851
7.0,random,0.0,0.0,0.86086530408019,0.3618104044339938,0.3589472288048449,2.211699416805585
7.0,random,1.0,0.3333333333333333,0.9483084028145551,0.4436010301072533,0.36035306548538487,2.2354781491743134
7.0,random,2.0,0.6666666666666666,0.9909228831938856,0.49813991771758453,0.3637066944987091,2.181094109147635
7.0,random,3.0,1.0,0.9997644201015637,0.517826728369224,0.35787351397808165,2.1420736526799615
7.0,highest_mu,0.0,0.0,0.9292714136255256,0.522271651355329,2.5208922722857516,0.7046544323046458
7.0,highest_mu,1.0,0.3333333333333333,0.9699818545744966,0.6435667119960761,2.528217780926002,0.564865112732001
7.0,highest_mu,2.0,0.6666666666666666,0.993433483592708,0.7210173265823508,2.508452898596214,0.47144210006066434
7.0,highest_mu,3.0,1.0,0.9996297810820197,0.741092827300933,2.508541509047793,0.4474382003190356
7.0,lowest_mu,0.0,0.0,0.8476145966738086,0.3721637214590737,0.06382601094748919,2.4601761785660363
7.0,lowest_mu,1.0,0.3333333333333333,0.9557396614567637,0.4423577873761213,0.06476957690944285,2.6398988580815455
7.0,lowest_mu,2.0,0.6666666666666666,0.9945353441291442,0.47579538353069917,0.06488793128036682,2.6695268500397047
7.0,lowest_mu,3.0,1.0,1.0,0.48318359549235906,0.06413915576491669,2.6635669155542816
8.0,random,0.0,0.0,0.8252144465098645,0.387026998777368,0.3847488456656884,0.9151803180219127
8.0,random,1.0,0.3333333333333333,0.8889567845564708,0.4972077482683569,0.3871607568796934,0.8143886240278191
8.0,random,2.0,0.6666666666666666,0.9591291491320423,0.6175607563338481,0.38284246950982614,0.7130878437929438
8.0,random,3.0,1.0,1.0,0.7039925150776342,0.381963713135422,0.6188123302308801
8.0,highest_mu,0.0,0.0,0.6058247597330589,0.4665177195522234,1.8267281832674238,0.15134677036512367
8.0,highest_mu,1.0,0.3333333333333333,0.7546593824331933,0.6033003355877983,1.824540377782842,0.16488146990371544
8.0,highest_mu,2.0,0.6666666666666666,0.9038267835111703,0.762493372236412,1.8342196517868883,0.15360973027914815
8.0,highest_mu,3.0,1.0,1.0,0.8796680826807534,1.8268186134300102,0.13057743634928065
8.0,lowest_mu,0.0,0.0,0.839054451778503,0.3948649698639109,0.11405433690046142,1.051516332588426
8.0,lowest_mu,1.0,0.3333333333333333,0.9035546580039111,0.5042240011818935,0.11409947014875084,0.9472771600137406
8.0,lowest_mu,2.0,0.6666666666666666,0.9624345395782031,0.6125365930293813,0.11452401441669235,0.8273894074569923
8.0,lowest_mu,3.0,1.0,1.0,0.6814601980504669,0.11361017709525734,0.7553342141593742
9.0,random,0.0,0.0,0.716788515864868,0.456434782274334,0.4560355683784042,0.6948266053459855
9.0,random,1.0,0.3333333333333333,0.8786725609580563,0.5651125214355098,0.4537502703290324,0.8381381455935781
9.0,random,2.0,0.6666666666666666,0.9710430579704598,0.6565125498416466,0.4519305228868352,0.8415452848190699
9.0,random,3.0,1.0,0.999584496110801,0.6980480746444662,0.45538882148189136,0.8051671864993886
9.0,highest_mu,0.0,0.0,0.8217524241018586,0.5144605109454402,0.9957359561024179,0.6108450357744926
9.0,highest_mu,1.0,0.3333333333333333,0.920885381369191,0.6362235194097793,1.0051256021431116,0.5655528996368555
9.0,highest_mu,2.0,0.6666666666666666,0.9784357612450502,0.7295874230082606,0.9982732178079287,0.49511330807436105
9.0,highest_mu,3.0,1.0,0.9993679962118274,0.7685128161815498,1.008766716908687,0.4585482662109126
9.0,lowest_mu,0.0,0.0,0.6843574602808075,0.47276730281096835,0.19197120053993408,0.6170529871885588
9.0,lowest_mu,1.0,0.3333333333333333,0.8690079988511072,0.5869221762503082,0.19182412365901794,0.821678666255446
9.0,lowest_mu,2.0,0.6666666666666666,0.9723085713192348,0.6696823503040313,0.19241878995902315,0.8816118350459599
9.0,lowest_mu,3.0,1.0,1.0,0.7026676406100764,0.19253222649922966,0.8660286853305177
10.0,random,0.0,0.0,0.9871585122830476,0.2567117234325883,0.25514128236905087,8.093907563982285
10.0,random,1.0,0.3333333333333333,0.9911784133784037,0.3401200280419004,0.2572562277521737,7.1875416937317995
10.0,random,2.0,0.6666666666666666,0.9958485828735425,0.49422413016066535,0.24921045963067595,5.564165458823025
10.0,random,3.0,1.0,1.0,0.7595652669611886,0.25845302594617064,2.6573284975002824
10.0,highest_mu,0.0,0.0,0.8041375718890615,0.2828209640998451,29.31780422858603,0.24099722730527096
10.0,highest_mu,1.0,0.3333333333333333,0.852342706533237,0.3742887402436141,29.353115139269494,0.22069788211890376
10.0,highest_mu,2.0,0.6666666666666666,0.918415188208704,0.5507987678071667,29.583771298009474,0.16793717810339914
10.0,highest_mu,3.0,1.0,1.0,0.8754042299372362,29.278357331675668,0.057527613522657006
10.0,lowest_mu,0.0,0.0,0.9858814651154985,0.25392497573174055,0.0009377995995848111,10.048117607546724
10.0,lowest_mu,1.0,0.3333333333333333,0.9903598867767116,0.33979945352429625,0.000919450784843441,8.931277037145795
10.0,lowest_mu,2.0,0.6666666666666666,0.9955168870351757,0.4835213391313622,0.0009173327418458379,7.006775483440369
10.0,lowest_mu,3.0,1.0,1.0,0.7113220735880044,0.0009359120290636146,3.9608972519494756
11.0,random,0.0,0.0,0.8155657335657576,0.42618213720464715,0.4284650636514032,1.3851690762339666
11.0,random,1.0,0.3333333333333333,0.8988855702420212,0.5426008348029081,0.42735549158207753,1.2699094091009628
11.0,random,2.0,0.6666666666666666,0.9679919041978856,0.6410719117890046,0.4249075569579052,1.1665298468510525
11.0,random,3.0,1.0,0.9933198151030348,0.6838857582572511,0.4276036296849976,1.1020273261645817
11.0,highest_mu,0.0,0.0,0.7200840544357897,0.47645815265801894,1.3975335715316666,0.5615850956054378
11.0,highest_mu,1.0,0.3333333333333333,0.8332140970752289,0.6120090969203013,1.39662227575392,0.510615554701132
